Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes	PacketRaw	KilobytesRaw
0.8	1	1	internal://	OutSatisfiedInterests	0.064	0	0	0
0.8	1	1	internal://	OutTimedOutInterests	0	0	0	0
0.8	1	256	netdev://[00:00:00:00:00:02]	InInterests	9.984	0.2535	2	0.0507812
0.8	1	256	netdev://[00:00:00:00:00:02]	OutInterests	0	0	0	0
0.8	1	256	netdev://[00:00:00:00:00:02]	InData	0	0	0	0
0.8	1	256	netdev://[00:00:00:00:00:02]	OutData	9.984	10.296	2	2.0625
0.8	1	256	netdev://[00:00:00:00:00:02]	InNacks	0	0	0	0
0.8	1	256	netdev://[00:00:00:00:00:02]	OutNacks	0	0	0	0
0.8	1	256	netdev://[00:00:00:00:00:02]	InSatisfiedInterests	9.984	0	2	0
0.8	1	256	netdev://[00:00:00:00:00:02]	InTimedOutInterests	0	0	0	0
0.8	1	256	netdev://[00:00:00:00:00:02]	OutSatisfiedInterests	0	0	0	0
0.8	1	256	netdev://[00:00:00:00:00:02]	OutTimedOutInterests	0	0	0	0
0.8	1	257	netdev://[00:00:00:00:00:03]	InInterests	0	0	0	0
0.8	1	257	netdev://[00:00:00:00:00:03]	OutInterests	9.984	0.2535	2	0.0507812
0.8	1	257	netdev://[00:00:00:00:00:03]	InData	9.984	10.296	2	2.0625
0.8	1	257	netdev://[00:00:00:00:00:03]	OutData	0	0	0	0
0.8	1	257	netdev://[00:00:00:00:00:03]	InNacks	0	0	0	0
0.8	1	257	netdev://[00:00:00:00:00:03]	OutNacks	0	0	0	0
0.8	1	257	netdev://[00:00:00:00:00:03]	InSatisfiedInterests	0	0	0	0
0.8	1	257	netdev://[00:00:00:00:00:03]	InTimedOutInterests	0	0	0	0
0.8	1	257	netdev://[00:00:00:00:00:03]	OutSatisfiedInterests	9.984	0	2	0
0.8	1	257	netdev://[00:00:00:00:00:03]	OutTimedOutInterests	0	0	0	0
0.8	1	258	internal://	InInterests	0	0	0	0
0.8	1	258	internal://	OutInterests	0	0	0	0
0.8	1	258	internal://	InData	0	0	0	0
0.8	1	258	internal://	OutData	0	0	0	0
0.8	1	258	internal://	InNacks	0	0	0	0
0.8	1	258	internal://	OutNacks	0	0	0	0
0.8	1	258	internal://	InSatisfiedInterests	0.064	0	0	0
0.8	1	258	internal://	InTimedOutInterests	0	0	0	0
0.8	1	258	internal://	OutSatisfiedInterests	0	0	0	0
0.8	1	258	internal://	OutTimedOutInterests	0	0	0	0
0.8	1	-1	all	SatisfiedInterests	10.048	0	2	0
0.8	1	-1	all	TimedOutInterests	0	0	0	0
0.8	2	1	internal://	InInterests	0	0	0	0
0.8	2	1	internal://	OutInterests	0	0	0	0
0.8	2	1	internal://	InData	0	0	0	0
0.8	2	1	internal://	OutData	0	0	0	0
0.8	2	1	internal://	InNacks	0	0	0	0
0.8	2	1	internal://	OutNacks	0	0	0	0
0.8	2	1	internal://	InSatisfiedInterests	0	0	0	0
0.8	2	1	internal://	InTimedOutInterests	0	0	0	0
0.8	2	1	internal://	OutSatisfiedInterests	0.064	0	0	0
0.8	2	1	internal://	OutTimedOutInterests	0	0	0	0
0.8	2	256	netdev://[00:00:00:00:00:04]	InInterests	9.984	0.2535	2	0.0507812
0.8	2	256	netdev://[00:00:00:00:00:04]	OutInterests	0	0	0	0
0.8	2	256	netdev://[00:00:00:00:00:04]	InData	0	0	0	0
0.8	2	256	netdev://[00:00:00:00:00:04]	OutData	9.984	10.296	2	2.0625
0.8	2	256	netdev://[00:00:00:00:00:04]	InNacks	0	0	0	0
0.8	2	256	netdev://[00:00:00:00:00:04]	OutNacks	0	0	0	0
0.8	2	256	netdev://[00:00:00:00:00:04]	InSatisfiedInterests	9.984	0	2	0
0.8	2	256	netdev://[00:00:00:00:00:04]	InTimedOutInterests	0	0	0	0
0.8	2	256	netdev://[00:00:00:00:00:04]	OutSatisfiedInterests	0	0	0	0
0.8	2	256	netdev://[00:00:00:00:00:04]	OutTimedOutInterests	0	0	0	0
0.8	2	257	internal://	InInterests	0	0	0	0
0.8	2	257	internal://	OutInterests	0	0	0	0
0.8	2	257	internal://	InData	0	0	0	0
0.8	2	257	internal://	OutData	0	0	0	0
0.8	2	257	internal://	InNacks	0	0	0	0
0.8	2	257	internal://	OutNacks	0	0	0	0
0.8	2	257	internal://	InSatisfiedInterests	0.064	0	0	0
0.8	2	257	internal://	InTimedOutInterests	0	0	0	0
0.8	2	257	internal://	OutSatisfiedInterests	0	0	0	0
0.8	2	257	internal://	OutTimedOutInterests	0	0	0	0
0.8	2	258	appFace://	InInterests	0	0	0	0
0.8	2	258	appFace://	OutInterests	9.984	0.2535	2	0.0507812
0.8	2	258	appFace://	InData	9.984	10.296	2	2.0625
0.8	2	258	appFace://	OutData	0	0	0	0
0.8	2	258	appFace://	InNacks	0	0	0	0
0.8	2	258	appFace://	OutNacks	0	0	0	0
0.8	2	258	appFace://	InSatisfiedInterests	0	0	0	0
0.8	2	258	appFace://	InTimedOutInterests	0	0	0	0
0.8	2	258	appFace://	OutSatisfiedInterests	9.984	0	2	0
0.8	2	258	appFace://	OutTimedOutInterests	0	0	0	0
0.8	2	-1	all	SatisfiedInterests	10.08	0	2	0
0.8	2	-1	all	TimedOutInterests	0	0	0	0
1	0	1	internal://	InInterests	0	0	0	0
1	0	1	internal://	OutInterests	0	0	0	0
1	0	1	internal://	InData	0	0	0	0
1	0	1	internal://	OutData	0	0	0	0
1	0	1	internal://	InNacks	0	0	0	0
1	0	1	internal://	OutNacks	0	0	0	0
1	0	1	internal://	InSatisfiedInterests	0	0	0	0
1	0	1	internal://	InTimedOutInterests	0	0	0	0
1	0	1	internal://	OutSatisfiedInterests	0.0128	0	0	0
1	0	1	internal://	OutTimedOutInterests	0	0	0	0
1	0	256	netdev://[00:00:00:00:00:01]	InInterests	0	0	0	0
1	0	256	netdev://[00:00:00:00:00:01]	OutInterests	9.9968	0.253825	2	0.0507812
1	0	256	netdev://[00:00:00:00:00:01]	InData	9.9968	10.3092	2	2.0625
1	0	256	netdev://[00:00:00:00:00:01]	OutData	0	0	0	0
1	0	256	netdev://[00:00:00:00:00:01]	InNacks	0	0	0	0
1	0	256	netdev://[00:00:00:00:00:01]	OutNacks	0	0	0	0
1	0	256	netdev://[00:00:00:00:00:01]	InSatisfiedInterests	0	0	0	0
1	0	256	netdev://[00:00:00:00:00:01]	InTimedOutInterests	0	0	0	0
1	0	256	netdev://[00:00:00:00:00:01]	OutSatisfiedInterests	9.9968	0	2	0
1	0	256	netdev://[00:00:00:00:00:01]	OutTimedOutInterests	0	0	0	0
1	0	257	internal://	InInterests	0	0	0	0
1	0	257	internal://	OutInterests	0	0	0	0
1	0	257	internal://	InData	0	0	0	0
1	0	257	internal://	OutData	0	0	0	0
1	0	257	internal://	InNacks	0	0	0	0
1	0	257	internal://	OutNacks	0	0	0	0
1	0	257	internal://	InSatisfiedInterests	0.0128	0	0	0
1	0	257	internal://	InTimedOutInterests	0	0	0	0
1	0	257	internal://	OutSatisfiedInterests	0	0	0	0
1	0	257	internal://	OutTimedOutInterests	0	0	0	0
1	0	258	appFace://	InInterests	9.9968	0.253825	2	0.0507812
1	0	258	appFace://	OutInterests	0	0	0	0
1	0	258	appFace://	InData	0	0	0	0
1	0	258	appFace://	OutData	9.9968	10.3092	2	2.0625
1	0	258	appFace://	InNacks	0	0	0	0
1	0	258	appFace://	OutNacks	0	0	0	0
1	0	258	appFace://	InSatisfiedInterests	9.9968	0	2	0
1	0	258	appFace://	InTimedOutInterests	0	0	0	0
1	0	258	appFace://	OutSatisfiedInterests	0	0	0	0
1	0	258	appFace://	OutTimedOutInterests	0	0	0	0
1	0	-1	all	SatisfiedInterests	10.016	0	2	0
1	0	-1	all	TimedOutInterests	0	0	0	0
1	1	1	internal://	InInterests	0	0	0	0
1	1	1	internal://	OutInterests	0	0	0	0
1	1	1	internal://	InData	0	0	0	0
1	1	1	internal://	OutData	0	0	0	0
1	1	1	internal://	InNacks	0	0	0	0
1	1	1	internal://	OutNacks	0	0	0	0
1	1	1	internal://	InSatisfiedInterests	0	0	0	0
1	1	1	internal://	InTimedOutInterests	0	0	0	0
1	1	1	internal://	OutSatisfiedInterests	0.0128	0	0	0
1	1	1	internal://	OutTimedOutInterests	0	0	0	0
1	1	256	netdev://[00:00:00:00:00:02]	InInterests	9.9968	0.253825	2	0.0507812
1	1	256	netdev://[00:00:00:00:00:02]	OutInterests	0	0	0	0
1	1	256	netdev://[00:00:00:00:00:02]	InData	0	0	0	0
1	1	256	netdev://[00:00:00:00:00:02]	OutData	9.9968	10.3092	2	2.0625
1	1	256	netdev://[00:00:00:00:00:02]	InNacks	0	0	0	0
1	1	256	netdev://[00:00:00:00:00:02]	OutNacks	0	0	0	0
1	1	256	netdev://[00:00:00:00:00:02]	InSatisfiedInterests	9.9968	0	2	0
1	1	256	netdev://[00:00:00:00:00:02]	InTimedOutInterests	0	0	0	0
1	1	256	netdev://[00:00:00:00:00:02]	OutSatisfiedInterests	0	0	0	0
1	1	256	netdev://[00:00:00:00:00:02]	OutTimedOutInterests	0	0	0	0
1	1	257	netdev://[00:00:00:00:00:03]	InInterests	0	0	0	0
1	1	257	netdev://[00:00:00:00:00:03]	OutInterests	9.9968	0.253825	2	0.0507812
1	1	257	netdev://[00:00:00:00:00:03]	InData	9.9968	10.3092	2	2.0625
1	1	257	netdev://[00:00:00:00:00:03]	OutData	0	0	0	0
1	1	257	netdev://[00:00:00:00:00:03]	InNacks	0	0	0	0
1	1	257	netdev://[00:00:00:00:00:03]	OutNacks	0	0	0	0
1	1	257	netdev://[00:00:00:00:00:03]	InSatisfiedInterests	0	0	0	0
1	1	257	netdev://[00:00:00:00:00:03]	InTimedOutInterests	0	0	0	0
1	1	257	netdev://[00:00:00:00:00:03]	OutSatisfiedInterests	9.9968	0	2	0
1	1	257	netdev://[00:00:00:00:00:03]	OutTimedOutInterests	0	0	0	0
1	1	258	internal://	InInterests	0	0	0	0
1	1	258	internal://	OutInterests	0	0	0	0
1	1	258	internal://	InData	0	0	0	0
1	1	258	internal://	OutData	0	0	0	0
1	1	258	internal://	InNacks	0	0	0	0
1	1	258	internal://	OutNacks	0	0	0	0
1	1	258	internal://	InSatisfiedInterests	0.0128	0	0	0
1	1	258	internal://	InTimedOutInterests	0	0	0	0
1	1	258	internal://	OutSatisfiedInterests	0	0	0	0
1	1	258	internal://	OutTimedOutInterests	0	0	0	0
1	1	-1	all	SatisfiedInterests	10.0096	0	2	0
1	1	-1	all	TimedOutInterests	0	0	0	0
1	2	1	internal://	InInterests	0	0	0	0
1	2	1	internal://	OutInterests	0	0	0	0
1	2	1	internal://	InData	0	0	0	0
1	2	1	internal://	OutData	0	0	0	0
1	2	1	internal://	InNacks	0	0	0	0
1	2	1	internal://	OutNacks	0	0	0	0
1	2	1	internal://	InSatisfiedInterests	0	0	0	0
1	2	1	internal://	InTimedOutInterests	0	0	0	0
1	2	1	internal://	OutSatisfiedInterests	0.0128	0	0	0
1	2	1	internal://	OutTimedOutInterests	0	0	0	0
1	2	256	netdev://[00:00:00:00:00:04]	InInterests	9.9968	0.253825	2	0.0507812
1	2	256	netdev://[00:00:00:00:00:04]	OutInterests	0	0	0	0
1	2	256	netdev://[00:00:00:00:00:04]	InData	0	0	0	0
1	2	256	netdev://[00:00:00:00:00:04]	OutData	9.9968	10.3092	2	2.0625
1	2	256	netdev://[00:00:00:00:00:04]	InNacks	0	0	0	0
1	2	256	netdev://[00:00:00:00:00:04]	OutNacks	0	0	0	0
1	2	256	netdev://[00:00:00:00:00:04]	InSatisfiedInterests	9.9968	0	2	0
1	2	256	netdev://[00:00:00:00:00:04]	InTimedOutInterests	0	0	0	0
1	2	256	netdev://[00:00:00:00:00:04]	OutSatisfiedInterests	0	0	0	0
1	2	256	netdev://[00:00:00:00:00:04]	OutTimedOutInterests	0	0	0	0
1	2	257	internal://	InInterests	0	0	0	0
1	2	257	internal://	OutInterests	0	0	0	0
1	2	257	internal://	InData	0	0	0	0
1	2	257	internal://	OutData	0	0	0	0
1	2	257	internal://	InNacks	0	0	0	0
1	2	257	internal://	OutNacks	0	0	0	0
1	2	257	internal://	InSatisfiedInterests	0.0128	0	0	0
1	2	257	internal://	InTimedOutInterests	0	0	0	0
1	2	257	internal://	OutSatisfiedInterests	0	0	0	0
1	2	257	internal://	OutTimedOutInterests	0	0	0	0
1	2	258	appFace://	InInterests	0	0	0	0
1	2	258	appFace://	OutInterests	9.9968	0.253825	2	0.0507812
1	2	258	appFace://	InData	9.9968	10.3092	2	2.0625
1	2	258	appFace://	OutData	0	0	0	0
1	2	258	appFace://	InNacks	0	0	0	0
1	2	258	appFace://	OutNacks	0	0	0	0
1	2	258	appFace://	InSatisfiedInterests	0	0	0	0
1	2	258	appFace://	InTimedOutInterests	0	0	0	0
1	2	258	appFace://	OutSatisfiedInterests	9.9968	0	2	0
1	2	258	appFace://	OutTimedOutInterests	0	0	0	0
1	2	-1	all	SatisfiedInterests	10.016	0	2	0
1	2	-1	all	TimedOutInterests	0	0	0	0
1.2	0	1	internal://	InInterests	0	0	0	0
1.2	0	1	internal://	OutInterests	0	0	0	0
1.2	0	1	internal://	InData	0	0	0	0
1.2	0	1	internal://	OutData	0	0	0	0
1.2	0	1	internal://	InNacks	0	0	0	0
1.2	0	1	internal://	OutNacks	0	0	0	0
1.2	0	1	internal://	InSatisfiedInterests	0	0	0	0
1.2	0	1	internal://	InTimedOutInterests	0	0	0	0
1.2	0	1	internal://	OutSatisfiedInterests	0.00256	0	0	0
1.2	0	1	internal://	OutTimedOutInterests	0	0	0	0
1.2	0	256	netdev://[00:00:00:00:00:01]	InInterests	0	0	0	0
1.2	0	256	netdev://[00:00:00:00:00:01]	OutInterests	9.99936	0.25389	2	0.0507812
1.2	0	256	netdev://[00:00:00:00:00:01]	InData	9.99936	10.3118	2	2.0625
1.2	0	256	netdev://[00:00:00:00:00:01]	OutData	0	0	0	0
1.2	0	256	netdev://[00:00:00:00:00:01]	InNacks	0	0	0	0
1.2	0	256	netdev://[00:00:00:00:00:01]	OutNacks	0	0	0	0
1.2	0	256	netdev://[00:00:00:00:00:01]	InSatisfiedInterests	0	0	0	0
1.2	0	256	netdev://[00:00:00:00:00:01]	InTimedOutInterests	0	0	0	0
1.2	0	256	netdev://[00:00:00:00:00:01]	OutSatisfiedInterests	9.99936	0	2	0
1.2	0	256	netdev://[00:00:00:00:00:01]	OutTimedOutInterests	0	0	0	0
1.2	0	257	internal://	InInterests	0	0	0	0
1.2	0	257	internal://	OutInterests	0	0	0	0
1.2	0	257	internal://	InData	0	0	0	0
1.2	0	257	internal://	OutData	0	0	0	0
1.2	0	257	internal://	InNacks	0	0	0	0
1.2	0	257	internal://	OutNacks	0	0	0	0
1.2	0	257	internal://	InSatisfiedInterests	0.00256	0	0	0
1.2	0	257	internal://	InTimedOutInterests	0	0	0	0
1.2	0	257	internal://	OutSatisfiedInterests	0	0	0	0
1.2	0	257	internal://	OutTimedOutInterests	0	0	0	0
1.2	0	258	appFace://	InInterests	9.99936	0.25389	2	0.0507812
1.2	0	258	appFace://	OutInterests	0	0	0	0
1.2	0	258	appFace://	InData	0	0	0	0
1.2	0	258	appFace://	OutData	9.99936	10.3118	2	2.0625
1.2	0	258	appFace://	InNacks	0	0	0	0
1.2	0	258	appFace://	OutNacks	0	0	0	0
1.2	0	258	appFace://	InSatisfiedInterests	9.99936	0	2	0
1.2	0	258	appFace://	InTimedOutInterests	0	0	0	0
1.2	0	258	appFace://	OutSatisfiedInterests	0	0	0	0
1.2	0	258	appFace://	OutTimedOutInterests	0	0	0	0
1.2	0	-1	all	SatisfiedInterests	10.0032	0	2	0
1.2	0	-1	all	TimedOutInterests	0	0	0	0
1.2	1	1	internal://	InInterests	0	0	0	0
1.2	1	1	internal://	OutInterests	0	0	0	0
1.2	1	1	internal://	InData	0	0	0	0
1.2	1	1	internal://	OutData	0	0	0	0
1.2	1	1	internal://	InNacks	0	0	0	0
1.2	1	1	internal://	OutNacks	0	0	0	0
1.2	1	1	internal://	InSatisfiedInterests	0	0	0	0
1.2	1	1	internal://	InTimedOutInterests	0	0	0	0
1.2	1	1	internal://	OutSatisfiedInterests	0.00256	0	0	0
1.2	1	1	internal://	OutTimedOutInterests	0	0	0	0
1.2	1	256	netdev://[00:00:00:00:00:02]	InInterests	9.99936	0.25389	2	0.0507812
1.2	1	256	netdev://[00:00:00:00:00:02]	OutInterests	0	0	0	0
1.2	1	256	netdev://[00:00:00:00:00:02]	InData	0	0	0	0
1.2	1	256	netdev://[00:00:00:00:00:02]	OutData	9.99936	10.3118	2	2.0625
1.2	1	256	netdev://[00:00:00:00:00:02]	InNacks	0	0	0	0
1.2	1	256	netdev://[00:00:00:00:00:02]	OutNacks	0	0	0	0
1.2	1	256	netdev://[00:00:00:00:00:02]	InSatisfiedInterests	9.99936	0	2	0
1.2	1	256	netdev://[00:00:00:00:00:02]	InTimedOutInterests	0	0	0	0
1.2	1	256	netdev://[00:00:00:00:00:02]	OutSatisfiedInterests	0	0	0	0
1.2	1	256	netdev://[00:00:00:00:00:02]	OutTimedOutInterests	0	0	0	0
1.2	1	257	netdev://[00:00:00:00:00:03]	InInterests	0	0	0	0
1.2	1	257	netdev://[00:00:00:00:00:03]	OutInterests	9.99936	0.25389	2	0.0507812
1.2	1	257	netdev://[00:00:00:00:00:03]	InData	9.99936	10.3118	2	2.0625
1.2	1	257	netdev://[00:00:00:00:00:03]	OutData	0	0	0	0
1.2	1	257	netdev://[00:00:00:00:00:03]	InNacks	0	0	0	0
1.2	1	257	netdev://[00:00:00:00:00:03]	OutNacks	0	0	0	0
1.2	1	257	netdev://[00:00:00:00:00:03]	InSatisfiedInterests	0	0	0	0
1.2	1	257	netdev://[00:00:00:00:00:03]	InTimedOutInterests	0	0	0	0
1.2	1	257	netdev://[00:00:00:00:00:03]	OutSatisfiedInterests	9.99936	0	2	0
1.2	1	257	netdev://[00:00:00:00:00:03]	OutTimedOutInterests	0	0	0	0
1.2	1	258	internal://	InInterests	0	0	0	0
1.2	1	258	internal://	OutInterests	0	0	0	0
1.2	1	258	internal://	InData	0	0	0	0
1.2	1	258	internal://	OutData	0	0	0	0
1.2	1	258	internal://	InNacks	0	0	0	0
1.2	1	258	internal://	OutNacks	0	0	0	0
1.2	1	258	internal://	InSatisfiedInterests	0.00256	0	0	0
1.2	1	258	internal://	InTimedOutInterests	0	0	0	0
1.2	1	258	internal://	OutSatisfiedInterests	0	0	0	0
1.2	1	258	internal://	OutTimedOutInterests	0	0	0	0
1.2	1	-1	all	SatisfiedInterests	10.0019	0	2	0
1.2	1	-1	all	TimedOutInterests	0	0	0	0
1.2	2	1	internal://	InInterests	0	0	0	0
1.2	2	1	internal://	OutInterests	0	0	0	0
1.2	2	1	internal://	InData	0	0	0	0
1.2	2	1	internal://	OutData	0	0	0	0
1.2	2	1	internal://	InNacks	0	0	0	0
1.2	2	1	internal://	OutNacks	0	0	0	0
1.2	2	1	internal://	InSatisfiedInterests	0	0	0	0
1.2	2	1	internal://	InTimedOutInterests	0	0	0	0
1.2	2	1	internal://	OutSatisfiedInterests	0.00256	0	0	0
1.2	2	1	internal://	OutTimedOutInterests	0	0	0	0
1.2	2	256	netdev://[00:00:00:00:00:04]	InInterests	9.99936	0.25389	2	0.0507812
1.2	2	256	netdev://[00:00:00:00:00:04]	OutInterests	0	0	0	0
1.2	2	256	netdev://[00:00:00:00:00:04]	InData	0	0	0	0
1.2	2	256	netdev://[00:00:00:00:00:04]	OutData	9.99936	10.3118	2	2.0625
1.2	2	256	netdev://[00:00:00:00:00:04]	InNacks	0	0	0	0
1.2	2	256	netdev://[00:00:00:00:00:04]	OutNacks	0	0	0	0
1.2	2	256	netdev://[00:00:00:00:00:04]	InSatisfiedInterests	9.99936	0	2	0
1.2	2	256	netdev://[00:00:00:00:00:04]	InTimedOutInterests	0	0	0	0
1.2	2	256	netdev://[00:00:00:00:00:04]	OutSatisfiedInterests	0	0	0	0
1.2	2	256	netdev://[00:00:00:00:00:04]	OutTimedOutInterests	0	0	0	0
1.2	2	257	internal://	InInterests	0	0	0	0
1.2	2	257	internal://	OutInterests	0	0	0	0
1.2	2	257	internal://	InData	0	0	0	0
1.2	2	257	internal://	OutData	0	0	0	0
1.2	2	257	internal://	InNacks	0	0	0	0
1.2	2	257	internal://	OutNacks	0	0	0	0
1.2	2	257	internal://	InSatisfiedInterests	0.00256	0	0	0
1.2	2	257	internal://	InTimedOutInterests	0	0	0	0
1.2	2	257	internal://	OutSatisfiedInterests	0	0	0	0
1.2	2	257	internal://	OutTimedOutInterests	0	0	0	0
1.2	2	258	appFace://	InInterests	0	0	0	0
1.2	2	258	appFace://	OutInterests	9.99936	0.25389	2	0.0507812
1.2	2	258	appFace://	InData	9.99936	10.3118	2	2.0625
1.2	2	258	appFace://	OutData	0	0	0	0
1.2	2	258	appFace://	InNacks	0	0	0	0
1.2	2	258	appFace://	OutNacks	0	0	0	0
1.2	2	258	appFace://	InSatisfiedInterests	0	0	0	0
1.2	2	258	appFace://	InTimedOutInterests	0	0	0	0
1.2	2	258	appFace://	OutSatisfiedInterests	9.99936	0	2	0
1.2	2	258	appFace://	OutTimedOutInterests	0	0	0	0
1.2	2	-1	all	SatisfiedInterests	10.0032	0	2	0
1.2	2	-1	all	TimedOutInterests	0	0	0	0
1.4	0	1	internal://	InInterests	0	0	0	0
1.4	0	1	internal://	OutInterests	0	0	0	0
1.4	0	1	internal://	InData	0	0	0	0
1.4	0	1	internal://	OutData	0	0	0	0
1.4	0	1	internal://	InNacks	0	0	0	0
1.4	0	1	internal://	OutNacks	0	0	0	0
1.4	0	1	internal://	InSatisfiedInterests	0	0	0	0
1.4	0	1	internal://	InTimedOutInterests	0	0	0	0
1.4	0	1	internal://	OutSatisfiedInterests	0.000512	0	0	0
1.4	0	1	internal://	OutTimedOutInterests	0	0	0	0
1.4	0	256	netdev://[00:00:00:00:00:01]	InInterests	0	0	0	0
1.4	0	256	netdev://[00:00:00:00:00:01]	OutInterests	9.99987	0.253903	2	0.0507812
1.4	0	256	netdev://[00:00:00:00:00:01]	InData	9.99987	10.3124	2	2.0625
1.4	0	256	netdev://[00:00:00:00:00:01]	OutData	0	0	0	0
1.4	0	256	netdev://[00:00:00:00:00:01]	InNacks	0	0	0	0
1.4	0	256	netdev://[00:00:00:00:00:01]	OutNacks	0	0	0	0
1.4	0	256	netdev://[00:00:00:00:00:01]	InSatisfiedInterests	0	0	0	0
1.4	0	256	netdev://[00:00:00:00:00:01]	InTimedOutInterests	0	0	0	0
1.4	0	256	netdev://[00:00:00:00:00:01]	OutSatisfiedInterests	9.99987	0	2	0
1.4	0	256	netdev://[00:00:00:00:00:01]	OutTimedOutInterests	0	0	0	0
1.4	0	257	internal://	InInterests	0	0	0	0
1.4	0	257	internal://	OutInterests	0	0	0	0
1.4	0	257	internal://	InData	0	0	0	0
1.4	0	257	internal://	OutData	0	0	0	0
1.4	0	257	internal://	InNacks	0	0	0	0
1.4	0	257	internal://	OutNacks	0	0	0	0
1.4	0	257	internal://	InSatisfiedInterests	0.000512	0	0	0
1.4	0	257	internal://	InTimedOutInterests	0	0	0	0
1.4	0	257	internal://	OutSatisfiedInterests	0	0	0	0
1.4	0	257	internal://	OutTimedOutInterests	0	0	0	0
1.4	0	258	appFace://	InInterests	9.99987	0.253903	2	0.0507812
1.4	0	258	appFace://	OutInterests	0	0	0	0
1.4	0	258	appFace://	InData	0	0	0	0
1.4	0	258	appFace://	OutData	9.99987	10.3124	2	2.0625
1.4	0	258	appFace://	InNacks	0	0	0	0
1.4	0	258	appFace://	OutNacks	0	0	0	0
1.4	0	258	appFace://	InSatisfiedInterests	9.99987	0	2	0
1.4	0	258	appFace://	InTimedOutInterests	0	0	0	0
1.4	0	258	appFace://	OutSatisfiedInterests	0	0	0	0
1.4	0	258	appFace://	OutTimedOutInterests	0	0	0	0
1.4	0	-1	all	SatisfiedInterests	10.0006	0	2	0
1.4	0	-1	all	TimedOutInterests	0	0	0	0
1.4	1	1	internal://	InInterests	0	0	0	0
1.4	1	1	internal://	OutInterests	0	0	0	0
1.4	1	1	internal://	InData	0	0	0	0
1.4	1	1	internal://	OutData	0	0	0	0
1.4	1	1	internal://	InNacks	0	0	0	0
1.4	1	1	internal://	OutNacks	0	0	0	0
1.4	1	1	internal://	InSatisfiedInterests	0	0	0	0
1.4	1	1	internal://	InTimedOutInterests	0	0	0	0
1.4	1	1	internal://	OutSatisfiedInterests	0.000512	0	0	0
1.4	1	1	internal://	OutTimedOutInterests	0	0	0	0
1.4	1	256	netdev://[00:00:00:00:00:02]	InInterests	9.99987	0.253903	2	0.0507812
1.4	1	256	netdev://[00:00:00:00:00:02]	OutInterests	0	0	0	0
1.4	1	256	netdev://[00:00:00:00:00:02]	InData	0	0	0	0
1.4	1	256	netdev://[00:00:00:00:00:02]	OutData	9.99987	10.3124	2	2.0625
1.4	1	256	netdev://[00:00:00:00:00:02]	InNacks	0	0	0	0
1.4	1	256	netdev://[00:00:00:00:00:02]	OutNacks	0	0	0	0
1.4	1	256	netdev://[00:00:00:00:00:02]	InSatisfiedInterests	9.99987	0	2	0
1.4	1	256	netdev://[00:00:00:00:00:02]	InTimedOutInterests	0	0	0	0
1.4	1	256	netdev://[00:00:00:00:00:02]	OutSatisfiedInterests	0	0	0	0
1.4	1	256	netdev://[00:00:00:00:00:02]	OutTimedOutInterests	0	0	0	0
1.4	1	257	netdev://[00:00:00:00:00:03]	InInterests	0	0	0	0
1.4	1	257	netdev://[00:00:00:00:00:03]	OutInterests	9.99987	0.253903	2	0.0507812
1.4	1	257	netdev://[00:00:00:00:00:03]	InData	9.99987	10.3124	2	2.0625
1.4	1	257	netdev://[00:00:00:00:00:03]	OutData	0	0	0	0
1.4	1	257	netdev://[00:00:00:00:00:03]	InNacks	0	0	0	0
1.4	1	257	netdev://[00:00:00:00:00:03]	OutNacks	0	0	0	0
1.4	1	257	netdev://[00:00:00:00:00:03]	InSatisfiedInterests	0	0	0	0
1.4	1	257	netdev://[00:00:00:00:00:03]	InTimedOutInterests	0	0	0	0
1.4	1	257	netdev://[00:00:00:00:00:03]	OutSatisfiedInterests	9.99987	0	2	0
1.4	1	257	netdev://[00:00:00:00:00:03]	OutTimedOutInterests	0	0	0	0
1.4	1	258	internal://	InInterests	0	0	0	0
1.4	1	258	internal://	OutInterests	0	0	0	0
1.4	1	258	internal://	InData	0	0	0	0
1.4	1	258	internal://	OutData	0	0	0	0
1.4	1	258	internal://	InNacks	0	0	0	0
1.4	1	258	internal://	OutNacks	0	0	0	0
1.4	1	258	internal://	InSatisfiedInterests	0.000512	0	0	0
1.4	1	258	internal://	InTimedOutInterests	0	0	0	0
1.4	1	258	internal://	OutSatisfiedInterests	0	0	0	0
1.4	1	258	internal://	OutTimedOutInterests	0	0	0	0
1.4	1	-1	all	SatisfiedInterests	10.0004	0	2	0
1.4	1	-1	all	TimedOutInterests	0	0	0	0
1.4	2	1	internal://	InInterests	0	0	0	0
1.4	2	1	internal://	OutInterests	0	0	0	0
1.4	2	1	internal://	InData	0	0	0	0
1.4	2	1	internal://	OutData	0	0	0	0
1.4	2	1	internal://	InNacks	0	0	0	0
1.4	2	1	internal://	OutNacks	0	0	0	0
1.4	2	1	internal://	InSatisfiedInterests	0	0	0	0
1.4	2	1	internal://	InTimedOutInterests	0	0	0	0
1.4	2	1	internal://	OutSatisfiedInterests	0.000512	0	0	0
1.4	2	1	internal://	OutTimedOutInterests	0	0	0	0
1.4	2	256	netdev://[00:00:00:00:00:04]	InInterests	9.99987	0.253903	2	0.0507812
1.4	2	256	netdev://[00:00:00:00:00:04]	OutInterests	0	0	0	0
